,fips,Sex ratio,Population under 5,Population 5 to 9,Population 10 to 14,Population 15 to 19,Population 20 to 24,Population 25 to 34,Population 35 to 44,Population 45 to 54,Population 55 to 59,Population 60 to 64,Population 65 to 74,Population 75 to 84,Population over 85,Population White (including Hispanic),Population Black,Population Native American,Population Asian,Population Mixed,Population Hispanic,Population White (not Hispanic),Total Housing Units,Poverty Rate,Disability Rate,Less than high school graduate,Some college or associate's degree,Bachelor's degree or higher,High school graduate (or equivalency),LFPR rate total,LFPR 16 to 19 years,LFPR 20 to 24 years,LFPR 25 to 29 years,LFPR 30 to 34 years,LFPR 35 to 44 years,LFPR 45 to 54 years,LFPR 55 to 59 years,LFPR 60 to 64 years,LFPR 65 to 74 years,LFPR 75 years and over,LFPR White,LFPR Black,LFPR Hispanic,Unemployment rate total,Unemployment rate 16 to 19,Unemployment rate 20 to 24,Unemployment rate 25 to 29,Unemployment rate 30 to 34,Unemployment rate 35 to 44,Unemployment rate 45 to 54,Unemployment rate 55 to 59,Unemployment rate 60 to 64,Unemployment rate 65 to 74,Unemployment rate 75 years and over,Unemployment rate White,Unemployment rate Hispanic,Unemployment rate Black,Unemployment rate Male,Unemployment rate Female,Total Population,STEM,Service,Office,Infrastructure,Supply Chain,Margin,Result
41,01083,99.7,5.5,6.0,6.9,6.5,5.4,13.3,13.6,14.7,7.0,5.9,9.2,4.3,1.6,80.2,13.8,0.8,1.4,1.8,6.0,76.5,36056,0.08408542932054441,0.10120027931856809,0.09679969433062359,0.2002397923556305,0.18179422653789906,0.20120159685898364,57.0,31.4,77.4,75.2,75.6,74.9,73.2,65.2,40.1,18.6,5.5,56.2,58.8,61,6.2,19.2,12,5.7,14.9,5.6,2.2,1.9,3.1,1.2,5.2,5.8,10.9,6.7,5.2,6.9,29665,0.3744142929378055,0.10436541378729142,0.1982808022922636,0.11950109556716669,0.2034383954154728,-0.4258759012897329,R
42,01085,91.7,6.1,5.8,6.5,5.5,6.0,13.0,10.5,13.4,7.5,7.3,10.5,6.0,1.9,24.8,74.6,0.1,0.0,0.5,0.5,24.7,5224,0.16275021758050479,0.19967673753574536,0.12109909237846575,0.1535496705209499,0.10568195946786026,0.2669401964441129,47.3,49.7,74.5,67.4,67.7,55.8,57.7,55.1,36.8,18.6,4.1,57.4,43.8,55.6,9.9,25.7,14.6,18.1,10.4,2.2,6.4,7.2,9.6,3,27.3,1.6,0,13.9,11.4,7.4,2679,0.2784621127286301,0.10377006345651363,0.1683463979096678,0.1343784994400896,0.3150429264650989,0.458814923189466,D
43,01087,85.0,4.5,5.2,4.5,9.6,11.9,11.0,8.9,11.4,6.9,6.9,11.7,5.5,2.2,16.0,83.2,0.1,0.2,0.5,0.8,15.9,10296,0.1451582338449877,0.10972143263217737,0.08407554797549112,0.1826795527761986,0.09512980860337313,0.16991977765144337,50.7,27,67.2,69.0,81.6,80.1,65.7,59.5,46.3,19.0,4.8,51.4,50.5,47.2,11.3,29.6,18,13.8,11.2,12.2,8.6,3.8,1.8,1.4,1.5,6.3,0,12.3,13.0,9.2,4733,0.32748785125713076,0.16311007817451934,0.20874709486583562,0.08282273399535178,0.21783224170716248,0.6381978677060645,D
44,01089,95.5,5.9,6.0,6.2,6.7,6.8,13.9,12.1,14.0,7.7,6.1,8.5,4.6,1.6,67.9,24.3,0.6,2.6,3.1,4.9,64.7,161577,0.08549604207181791,0.07949067353255361,0.048916020707222875,0.191356925689556,0.2962009367553206,0.12983100057520064,64.2,37.1,74.5,83.8,83.7,83.5,81.2,71.6,55.3,26.8,7.7,62.5,66.8,70.1,5.0,17.3,7.5,6.7,4.9,3.8,3.3,3.4,4.1,3.4,5.2,3.9,4.1,7.8,4.0,5.2,131462,0.5319483957341284,0.11153032815566476,0.17896426343734312,0.06891725365504861,0.10863975901781503,-0.07955146405705278,R
45,01091,92.8,5.0,7.4,6.3,7.3,6.2,10.5,11.2,12.8,6.4,7.5,10.8,6.3,2.2,45.8,53.6,0.1,0.0,0.4,1.0,44.9,10348,0.12736882815521464,0.15875982983112027,0.08037901250483434,0.1996261441278845,0.11073868763697306,0.21277555756091274,47.5,20.2,58.2,66.0,69.1,79.2,69.5,58.9,37.1,13.6,3.5,50.5,44.9,67.4,8.0,27.2,25.5,8.2,3.9,6.9,7.2,1.1,0.4,0,13.8,7.3,31,8.5,7.0,8.1,4740,0.339662447257384,0.16265822784810127,0.17341772151898735,0.13818565400843882,0.1860759493670886,0.013302752293577982,D
46,01093,98.0,5.2,5.4,6.4,6.3,5.5,11.0,11.3,14.1,7.5,6.3,11.7,7.2,2.2,92.9,3.6,0.5,0.2,1.7,2.6,91.9,14737,0.11615828524319868,0.16393239901071724,0.0955482275350371,0.21751854905193735,0.08709810387469084,0.21747732893652102,51.8,29,63.4,77.8,69.3,80.0,77.2,60.6,40.2,15.6,4.0,52.1,43.6,64.7,5.5,32.1,14.8,6.9,1.9,3.2,4.2,2.2,5.1,0,0,4.7,2,26.9,6.4,3.1,8472,0.2757318224740321,0.11862606232294617,0.20632672332389046,0.13786591123701605,0.2614494806421152,-0.7780111537625842,R
47,01095,97.6,6.9,6.5,7.4,6.5,5.8,12.2,12.0,13.0,6.5,6.4,9.9,5.4,1.6,93.0,2.7,0.4,0.6,1.8,14.0,80.8,40597,0.12785339047951738,0.09774415886280885,0.12027569898829757,0.21229628236305742,0.12083999516317565,0.18964382162866625,55.1,35.3,72.3,77.0,77.9,75.8,73.8,55.8,42.7,20.0,5.3,53.9,62.3,62.7,4.3,12.3,6.4,5.6,3.4,3.2,3,4.9,4.7,1.2,0.8,4.1,3.4,8.3,4.2,4.0,27810,0.3320028766630708,0.1144192736425746,0.17766990291262136,0.11452714850773103,0.2613807982740022,-0.6871264657672425,R
48,01097,91.1,6.6,6.3,6.7,6.5,6.6,13.9,11.9,12.5,6.6,6.6,9.5,4.6,1.7,58.6,35.8,0.8,1.9,1.8,2.9,56.9,183671,0.12222381736376049,0.08974809321192609,0.08125650995928316,0.20142768561592997,0.15611989626828515,0.2133342293277293,56.8,29.3,68.2,76.7,79.9,78.0,72.1,62.2,48.7,21.9,5.2,57,55.4,64.9,5.8,18.1,10.8,7.7,6.1,4.3,4.3,3.9,2.1,3.7,2.9,4.2,2.1,9.2,6.0,5.0,130469,0.3639791827943803,0.1431374502755444,0.21107696081061403,0.11587426898343668,0.16593213713602464,-0.11884977397305148,R
49,01099,91.4,5.3,6.4,6.3,7.2,5.6,10.7,11.3,13.2,8.2,6.5,10.9,5.5,2.8,54.5,42.4,1.7,0.3,0.9,0.4,54.3,11415,0.20291211040290041,0.09081340272498685,0.06625343547160985,0.16349921057248115,0.07794865797321794,0.3131980585930647,44.4,27.4,71.1,68.2,76.3,61.2,62.7,32.0,36.5,18.1,4.2,46.2,42.8,13.8,15.4,38.3,28.1,20.4,17.7,19.0,10.3,6.1,0.6,0,0,7.2,0,27.4,15.8,15.1,5008,0.3079073482428115,0.1499600638977636,0.16833067092651757,0.14456869009584664,0.2292332268370607,-0.15860517435320584,R
50,01101,89.3,6.8,6.6,6.3,6.6,7.3,14.5,12.5,12.2,6.5,6.0,8.5,4.5,1.6,35.8,57.9,0.2,2.8,1.9,3.5,33.9,104697,0.12260365581810076,0.10660387873383861,0.07906821221578243,0.19300601872492198,0.22278198840838162,0.1597525635309853,61.3,34.5,76.1,81.9,80.9,78.7,74.5,67.0,50.1,28.8,7.8,59.9,61.8,67.8,6.6,21.1,10.9,10.4,6.6,5.2,4.1,3.4,1.6,4,0.4,3.1,8.9,8.9,6.3,6.0,72253,0.4222662034794403,0.14231935006158913,0.2153820602604736,0.05884876752522387,0.16118361867327308,0.31489121334691694,D
51,01103,97.0,6.0,6.8,6.0,6.3,5.7,12.3,12.4,13.9,6.9,6.6,10.0,5.3,1.9,79.9,12.8,0.5,0.6,2.2,8.4,75.6,52050,0.09250489360358653,0.10087137715476416,0.09998737134558312,0.21345583128117698,0.15057565616383575,0.18915619540737935,57.6,36.7,73.6,80.5,81.8,78.6,76.5,63.2,46.0,19.7,3.2,56.1,60.4,71.1,5.1,10.6,7.2,9.5,7.6,4.5,2.8,2.4,1.5,4.1,10.1,4.3,5.1,10.1,4.7,5.1,38383,0.352343485397181,0.11312299716020113,0.1955292707709142,0.11841179688924784,0.22059244978245576,-0.49197721603812217,R
52,01105,84.8,5.2,1.9,10.2,12.6,6.8,8.7,15.1,7.4,6.6,6.5,12.6,5.2,1.3,29.5,69.8,0.0,0.1,0.0,1.2,29.3,4736,0.17029990751750562,0.1191702999075175,0.07927070947284978,0.13740256308627297,0.13502444180208747,0.19143876337693222,37.9,18.2,48.6,78.6,21.9,78.0,51.2,42.6,23.2,6.7,1.0,32.4,40.4,60,10.1,27.5,0,41.6,0.0,2.8,5.4,13.8,0.0,0,0,6.8,0,11.6,5.9,11.5,1825,0.27945205479452057,0.24547945205479452,0.25315068493150683,0.028493150684931506,0.19342465753424656,0.4820267686424474,D
53,01107,90.9,5.2,5.2,5.8,5.8,6.4,12.4,12.6,14.0,7.2,6.8,10.5,5.4,2.6,56.7,40.2,0.1,0.1,1.5,4.9,53.6,9588,0.12575386636412492,0.13703946975577716,0.0953006508628411,0.22105451722696604,0.09243446587448498,0.23347465217650923,46.7,22.2,72.4,68.0,60.7,64.9,62.1,48.2,45.9,10.2,4.0,51.1,45.4,7,10.3,21.7,34.7,16.7,10.4,3.8,5.7,4.1,1.6,0,0,4.6,0,17.2,10.3,10.3,5018,0.326225587883619,0.10701474691111997,0.1769629334396174,0.13471502590673576,0.25508170585890794,-0.16259826230864707,R
54,01109,92.1,5.5,6.0,4.9,8.7,17.1,11.8,9.8,10.4,5.7,5.4,8.5,4.8,1.5,57.9,36.8,0.6,2.2,2.4,2.3,56.0,16123,0.17156614292954891,0.10256317428136992,0.058648903048294836,0.1449569183983781,0.12986025631742815,0.18611975961190355,54.1,27,55.5,69.1,79.3,78.3,69.2,69.7,52.2,24.9,12.6,52.9,55.7,78.1,6.1,10,10.3,5.2,9.5,5.4,4,3.1,2.7,2.4,0,3.5,7.3,10.4,5.1,7.5,9310,0.3343716433941998,0.13609022556390976,0.23512352309344792,0.08012889366272825,0.21428571428571427,-0.17383137056571057,R
55,01111,95.4,5.8,6.1,5.9,6.6,6.0,10.5,10.9,13.3,5.4,9.1,12.0,6.8,1.6,77.1,20.4,0.2,0.2,1.8,2.9,75.3,12097,0.09451702837150823,0.1008582517903023,0.1129940414366151,0.18482479637019625,0.1032088777127863,0.2087137156289291,50.0,24.4,68.6,69.5,79.4,76.1,70.2,66.1,37.6,19.5,3.0,48.7,57.6,45.7,4.2,13,14.5,4.7,4.1,4.9,1.3,1.3,0.0,0,0,3.2,10.3,6.9,5.1,2.9,6790,0.29219440353460974,0.08969072164948454,0.18792341678939617,0.12695139911634756,0.303240058910162,-0.5865091815077974,R
56,01113,92.6,7.2,7.5,6.0,5.7,6.4,14.9,12.8,12.9,6.5,6.2,8.4,4.2,1.2,49.2,43.7,0.3,1.0,3.6,5.5,46.1,27680,0.1285660949201678,0.1326290822041157,0.08947356862056091,0.25735181077460306,0.12551336393385018,0.20609228471657917,58.2,39.5,72.1,78.9,73.0,76.8,72,56.4,53.5,18.0,3.5,58.1,58.8,56.9,6.4,16.3,15.8,6.8,8.6,5.2,3.6,1.2,3.9,2.3,0,6.2,0,7.8,5.5,6.8,16765,0.3529973158365643,0.12985386221294362,0.2256486728303012,0.10569639129138085,0.18580375782881003,0.06395048994326973,D
57,01115,100.1,5.9,6.3,6.7,5.8,5.5,12.9,13.0,14.1,7.5,5.9,9.9,5.0,1.3,87.3,9.6,0.4,0.8,1.2,2.4,85.9,36714,0.08613169897377423,0.10205245153933866,0.09461231470923603,0.2277793614595211,0.11406784492588369,0.2349629418472064,58.0,40.3,73,81.3,80.1,80.0,72.8,62.6,41.2,19.6,3.8,57.8,57.3,68.4,5.3,11.2,11.9,8.1,3.6,3.7,4.7,2.8,2.5,1.1,43,5.7,5.3,1.9,4.4,5.8,29533,0.3378254833576,0.12098330680933193,0.22300477432025193,0.12887278637456404,0.18931364913825213,-0.6395445647037645,R
58,01117,93.9,5.8,6.5,7.0,6.8,5.7,12.3,13.9,14.2,6.6,6.3,9.2,4.3,1.3,80.1,12.1,0.3,2.1,2.0,5.7,77.9,86988,0.05358231842698891,0.06763213518138059,0.04610447663988537,0.20489760152517184,0.3023996589677855,0.11984677233139332,65.8,41.2,80.3,83.0,84.3,84.6,84.2,74.5,55.0,25.8,9.4,64.9,68.7,71,3.6,15.4,6.8,4.8,2.8,2.5,3.1,1.2,1.0,3,4.3,3.4,4,5.4,3.2,3.0,78407,0.5100309921308046,0.09159896437818052,0.22648488017651486,0.08286249952172638,0.0890226637927736,-0.4039321444106133,R
59,01119,86.3,5.6,5.9,4.4,9.9,11.0,12.0,8.8,10.8,7.7,6.4,9.6,6.0,1.9,25.2,71.9,0.1,2.1,0.2,0.5,24.8,6872,0.18751182592242194,0.13746452223273414,0.03651844843897824,0.19649952696310313,0.12923368022705772,0.19157994323557237,45.0,35.1,52.3,50.7,74.8,72.7,58.6,53.7,41.0,14.3,6.8,47.8,44.3,63.8,9.7,16.8,20.2,7.5,9.6,15.4,4,1.0,3.3,0,0,3.3,0,12.6,8.4,10.8,2735,0.2548446069469835,0.20694698354661792,0.22449725776965265,0.1283363802559415,0.1853747714808044,0.48481958353202986,D
60,01121,93.4,5.3,6.1,6.0,6.4,6.5,12.3,12.3,13.5,6.8,7.3,10.5,5.3,1.6,63.9,32.6,0.4,0.6,1.7,2.3,62.6,37861,0.12439802460047238,0.13117695776203184,0.11243520137419098,0.22338271832152387,0.09909205239103094,0.20833716757154688,52.3,39,71,76.3,74.4,72.7,65.7,53.3,43.3,15.2,5.8,53.1,51.8,41.1,8.5,39.3,14,8.9,9.9,7.2,3.9,6.9,1.7,1.9,0,6.3,9.6,13.4,7.8,6.9,22404,0.3256561328334226,0.10511515800749865,0.17438850205320477,0.11841635422246027,0.2764238528834137,-0.25508229818018674,R
61,01123,93.3,5.6,6.7,5.0,5.7,6.3,10.6,10.4,13.2,7.4,8.0,12.6,6.5,1.9,70.0,27.4,0.2,0.4,1.3,2.4,68.9,22421,0.11700614388184377,0.1249054205381193,0.11894313126116038,0.1942737810598953,0.10986350292061378,0.1871311400986653,50.8,38.7,74,72.3,81.3,70.5,68.7,62.4,40.8,15.7,5.9,51.8,46.8,60.6,9.9,53.9,18.8,20.6,4.8,3.3,6.2,4.2,5.0,4.5,0,7.8,10,15.1,8.3,8.2,11676,0.31980130181569033,0.12529976019184652,0.17840013703323057,0.13086673518328196,0.24563206577595068,-0.43370968510313945,R
62,01125,93.2,6.0,5.9,5.6,9.5,10.7,14.7,11.9,11.3,5.6,5.9,7.8,3.7,1.3,64.2,32.0,0.2,1.6,1.1,3.7,61.5,90557,0.12974072070250955,0.08471613643525153,0.06569082682806471,0.1774229029055215,0.19501536888291707,0.1705797368561865,59.2,27.8,63.3,76.2,86.3,80.0,76.6,65.7,51.9,23.3,7.9,58.3,60.8,67.7,5.8,27.4,9.8,7.6,4.7,3.9,2.3,2.2,1.3,4.3,0,4.9,5.2,7.3,5.4,4.2,67633,0.3853887894962518,0.12901985717031628,0.18288409504236097,0.09715671343870595,0.20555054485236496,-0.14807257241715832,R
63,01127,96.3,6.1,6.2,6.0,6.2,5.7,11.8,11.6,13.3,7.3,6.9,11.2,5.6,2.2,90.6,6.2,0.2,0.5,1.8,2.5,88.9,31141,0.12666485458004892,0.1585252203626762,0.10022133343688114,0.23517648429309207,0.07599114666252475,0.22137226730866308,51.8,36.6,74.3,79.0,74.6,75.7,67.2,58.4,35.3,15.9,4.7,51.3,54.4,69.2,8.4,16.7,12.6,11.5,10.9,8.6,6.4,4.0,0.5,7,0,7.7,11.8,14.7,7.3,9.1,17977,0.29053790955109304,0.13973410468932526,0.20615230572398063,0.162707904544696,0.20086777549090504,-0.6791145332050048,R
64,01129,97.3,4.8,5.1,7.0,8.5,5.9,10.1,10.2,15.3,6.3,8.4,11.4,6.1,1.0,66.3,23.5,7.4,0.3,2.4,1.5,64.9,8554,0.1281954887218045,0.1405263157894737,0.0893233082706767,0.19165413533834585,0.08345864661654136,0.25954887218045114,45.3,15.4,79,80.9,64.1,71.0,61.4,37.8,35.3,10.9,5.3,48.6,43.3,45.9,7.3,30.7,9.1,9.6,4.9,4.1,9.3,3.3,5.3,0,0,5.7,0,9.1,8.8,4.5,4066,0.2609444171175603,0.12469257255287752,0.1586325627151992,0.20462370880472208,0.2511067388096409,-0.48512843623253715,R
65,01131,88.5,6.3,4.5,8.6,8.0,6.0,10.6,12.1,11.2,6.1,7.6,11.2,5.7,2.1,27.3,69.4,0.2,0.0,3.1,0.5,26.8,5777,0.17980440673971956,0.12737127371273713,0.12678213738659125,0.1687286438081772,0.06786850477200425,0.23612583951926475,41.9,23.3,55.5,67.4,66.4,60.1,60,45.3,36.2,13.6,3.2,40.2,42.7,0,15.3,34.5,24.9,11.3,11.3,19.0,10.2,12.5,11.6,13,0,5.9,0,19.1,18.0,11.4,2329,0.23529411764705882,0.1893516530699871,0.17604121940747103,0.1107771575783598,0.28853585229712325,0.37523293240725053,D
66,01133,98.2,5.5,4.6,6.8,5.8,5.2,10.8,11.1,13.8,8.3,6.8,12.5,6.8,2.0,96.1,0.7,0.3,0.2,1.9,3.2,93.7,13669,0.11883626661193494,0.1557801836933655,0.11170403817538098,0.18933757504233156,0.07763353686695058,0.24121299194417364,50.6,41.7,74.7,71.8,83.3,77.7,65.3,50.2,35.8,20.2,5.5,50.4,50.8,70,7.3,23,10.1,9.4,9.2,8.5,5.2,0.1,6.4,1.8,0,7,11.3,3.1,4.6,9.8,6265,0.2833200319233839,0.08172386272944931,0.18499600957701517,0.16456504389465285,0.2853950518754988,-0.8171747607231479,R
67,02013,150.4,3.2,3.7,4.7,4.2,7.0,15.0,15.3,23.2,9.0,5.4,6.1,2.2,1.0,15.1,4.2,46.7,19.7,9.2,9.0,13.2,1138,0.11283783783783784,0.04628378378378378,0.08783783783783784,0.23412162162162162,0.0945945945945946,0.3597972972972973,81.2,30.6,92.8,90.2,83.0,90.0,82.9,90.5,91.8,60.6,21.8,92.8,100,96.2,3.9,0,1.9,2.9,4.5,5.2,5.5,4.7,0.0,0,0,1.8,1.1,0,3.9,4.7,1171,0.22630230572160548,0.11443210930828351,0.12724167378309137,0.13663535439795046,0.39538855678906915,-0.2574873590042785,R
68,02016,145.8,3.3,6.6,5.2,4.7,7.7,17.6,15.2,19.0,8.3,6.2,4.5,1.4,0.2,29.1,3.4,10.8,40.3,8.7,14.1,23.8,1983,0.05004170141784821,0.05358632193494579,0.07235195996663886,0.2664720600500417,0.1413678065054212,0.30796497080900753,83.0,49.4,82.6,88.4,88.1,92.7,91.3,86.3,74.7,50.6,26.7,90.9,98.4,91,2.1,0,6.1,8,0.5,0.6,0.6,2.2,1.9,0,0,1.1,0.3,0,1.9,2.8,3107,0.18892822658513034,0.18313485677502414,0.14612166076601224,0.15127132281943997,0.3305439330543933,0.09337275190933728,D
69,02020,104.0,7.2,7.1,6.3,6.2,7.9,17.5,12.9,12.3,6.6,5.6,7.0,2.6,0.9,62.6,5.6,7.9,9.6,9.5,9.2,57.9,117380,0.0613337291850403,0.07991110800639184,0.03820696640790772,0.2480156477851224,0.2527003780965936,0.16399175697033733,72.2,49.1,83,87.1,84.3,86.3,84.2,74.2,64.3,31.1,8.0,72.9,74.2,75.4,5.7,20.5,9.1,5.1,4.2,4.4,5.3,3.2,4.2,4.9,4.2,4.5,4.5,4.8,5.5,4.7,100942,0.45424104931544845,0.13399774127716907,0.2234946801133324,0.0847912662717204,0.10347526302232965,0.3331999466453248,D
70,04001,96.7,6.7,7.5,8.2,8.1,6.6,12.9,10.8,11.6,6.3,6.3,9.1,4.6,1.3,22.8,0.5,73.8,0.3,1.7,6.3,18.2,32891,0.23769569787383135,0.09531800328237659,0.09218314923749285,0.24027734238138265,0.07468328753987719,0.22452931088531966,37.9,13.7,35.5,47.0,54.0,55.5,52.8,49.5,36.5,13.6,5.0,42.1,39.1,44.3,10.5,25.5,25.4,17.6,14.5,10.8,6.1,3.9,1.2,0.3,0,5.1,2.3,4.1,12.7,8.6,13420,0.32816691505216095,0.20901639344262296,0.20663189269746646,0.13286140089418777,0.12332339791356185,0.11231472004245802,D
71,04003,103.3,5.9,6.5,5.7,6.2,6.0,12.5,11.1,11.0,5.7,7.7,12.5,7.0,2.2,85.5,4.1,1.2,1.9,4.1,35.5,55.0,61108,0.09794033179705311,0.08971942325342702,0.0724387379474375,0.2533678091722838,0.1256624591668558,0.14423598843348762,49.5,38.3,68.8,69.9,65.0,70.3,71.7,62.2,43.9,19.8,3.8,47.8,49.7,52.7,6.3,20.9,11.5,7.6,6.0,5.8,4.3,4.9,3.5,3.6,3.4,5.2,7.6,6.4,5.7,6.2,30483,0.37089525309188726,0.23701735393498016,0.20329363907751863,0.11235770757471378,0.07643604632090018,-0.0652140343910967,R
72,04005,97.6,5.5,5.3,6.4,11.7,12.3,13.8,10.9,10.4,6.3,5.5,7.7,3.3,1.0,63.9,1.2,26.5,2.0,3.6,14.1,54.1,66086,0.12343092612150908,0.07422476929203387,0.047535363678861436,0.19267794379902003,0.2002960680090725,0.1316896653219523,62.7,39.3,70.5,81.2,82.0,81.4,81,70.8,55.4,26.5,9.1,64.4,50.9,68.6,7.6,28.1,10.5,5.7,5.8,5.9,4.1,3.0,3.1,2.4,3.4,5.4,9.9,12.5,6.3,5.6,40738,0.4198782463547548,0.18717168245863813,0.20558201188079925,0.08645490696646865,0.10091315233933919,0.08027623102958838,D
73,04007,98.0,5.5,5.7,5.5,4.6,5.2,9.8,8.5,10.8,7.1,8.8,16.6,8.8,2.9,76.9,0.7,16.3,0.8,3.0,18.7,62.3,33542,0.13272519954389966,0.10006841505131128,0.07753705815279362,0.21470923603192701,0.09281641961231471,0.16524515393386546,46.8,28.6,73.4,77.0,73.2,75.2,72.4,66.2,41.9,17.3,5.9,42.9,33,56.3,8.8,22.2,12.9,16.1,11.8,8.8,6.7,6.0,4.9,1.9,3.7,5.8,6.9,21.4,8.7,9.5,12504,0.3785988483685221,0.19201855406269994,0.18913947536788228,0.14547344849648114,0.09476967370441458,-0.1136818258501434,R
74,04009,115.0,7.3,6.9,8.3,7.8,7.4,15.0,12.7,10.8,4.7,5.6,7.9,4.2,1.7,79.9,2.0,12.6,0.6,2.9,33.0,50.9,13586,0.12216646478629521,0.056203495414431565,0.09326873161446617,0.27046201765011246,0.09403010901540058,0.18262675203322373,49.5,32.5,66.8,60.7,51.7,60.9,65,55.0,49.4,20.1,9.4,48.8,28.7,51.9,8.3,12.2,13.6,15.1,7.7,8.6,3.8,2.9,2.7,7.3,1.9,5.4,6.2,1.5,8.9,7.5,9204,0.2907431551499348,0.15840938722294653,0.2207735767057801,0.19621903520208606,0.1338548457192525,-0.14927197954873847,R
75,04011,109.8,7.9,7.1,8.3,8.5,6.7,13.0,14.0,11.0,6.1,5.0,6.5,5.1,0.8,91.5,2.2,3.9,0.5,0.5,46.8,46.6,4453,0.09227348526959422,0.07490272373540856,0.06795441912173429,0.259727626459144,0.1018621456364647,0.22026125625347415,57.0,39.9,70.2,81.5,64.0,76.2,71.9,62.4,44.7,16.3,6.6,54.2,60,59.3,5.7,30.7,6.4,2.6,0.0,5.0,5.6,3.6,0.0,0,0,3.1,7.1,11.1,3.1,5.4,3019,0.22225902616760518,0.11295130838025837,0.06724080821464061,0.3756210665783372,0.22192779065915866,-0.11316146540027137,R
76,04012,106.2,4.6,4.8,4.3,4.5,4.6,8.3,8.2,9.2,5.5,7.3,18.6,17.2,2.8,77.1,1.0,15.0,0.7,2.8,27.6,57.4,16300,0.1166432781364019,0.08981195621667135,0.12528767892225653,0.14740387314061185,0.05270839180465899,0.12523154644962112,38.0,32.1,77.1,87.4,80.4,69.7,63,50.1,45.5,11.6,4.6,24.1,61.9,66.7,8.9,17.4,9.9,20.6,16.6,6.8,6.7,5.1,0.7,0.9,5.2,4.1,9.5,0,7.0,12.0,3925,0.2662420382165605,0.2402547770700637,0.20229299363057324,0.18012738853503185,0.1110828025477707,-0.12930186823992135,R
77,04013,97.8,6.4,6.6,7.0,6.8,6.7,14.6,13.1,12.6,6.0,5.5,8.6,4.5,1.7,77.6,5.6,2.0,4.2,3.7,31.0,55.2,1740694,0.09109366118657528,0.06730643192148827,0.08312422226258473,0.21561423401277532,0.2169018174294298,0.14181815830604455,64.2,41.2,78.4,82.9,82.3,82.1,81.5,72.5,56.7,24.6,6.2,61.3,69.1,68.6,5.0,18.4,7.7,5.6,4.4,3.6,3.6,3.8,3.7,3.6,4.3,4.3,5.5,8.3,4.5,4.4,1491866,0.42103982529262013,0.13832341510564622,0.23954564283923624,0.09313504027841643,0.10795607648408101,0.007270447963649211,D
78,04015,102.1,4.4,4.7,5.4,4.9,4.5,10.2,9.1,11.3,7.6,8.6,16.9,9.9,2.8,90.2,1.1,2.3,1.1,2.5,16.4,77.3,114573,0.10652903372575784,0.11662401182960815,0.0794631177842234,0.20387874651652163,0.06940795086162771,0.19896490928737987,45.1,49.4,78.9,78.1,77.8,76.6,64.2,57.2,38.6,14.8,3.7,41.7,37.2,61.6,8.0,19,9.8,13.1,6.7,6.6,6.4,6.5,5.1,6.6,5.3,8,7.4,15,8.1,6.9,48616,0.27462152377818,0.21875514233997037,0.22945120947836103,0.1202896165871318,0.15688250781635676,-0.17102966841186737,R
79,04017,100.3,7.1,7.4,7.9,7.2,5.9,12.1,10.8,11.2,6.7,6.4,10.6,5.1,1.7,47.1,0.9,44.7,0.6,2.9,11.4,41.3,58011,0.18292594648070845,0.11646116352580653,0.09406896218903071,0.24023357382428878,0.0851772313780373,0.20140916439446951,46.2,27.5,60,62.4,56.0,63.5,64.9,58.3,42.6,17.0,4.7,48.5,33.3,47.2,12.7,27.9,23.1,17.2,13.7,13.2,9,5.5,6.5,7,4,7.8,11.4,21.5,14.6,10.1,21459,0.3316091150566196,0.19194743464280722,0.21384966680646814,0.13169299594575704,0.13090078754834802,-0.02752075002736621,R
80,04019,97.0,5.7,5.9,6.0,6.7,8.8,12.7,11.4,11.2,6.2,6.4,10.9,6.0,2.2,76.0,3.6,3.9,2.9,4.9,37.2,51.7,459912,0.11092481658638703,0.08546367775731199,0.06854986479009531,0.2058148642272197,0.1827297789934826,0.13026378506295824,58.2,38.5,75.9,81.9,81.4,79.2,78.9,68.5,51.1,21.9,5.6,53.3,62.3,65.7,7.0,25.8,11.5,7.3,5.9,4.9,4.5,4.7,4.2,4.2,4.4,5.6,7.9,9,5.8,6.6,295460,0.4097238204833141,0.17421309145061936,0.2237764841264469,0.0984126446896365,0.09387395924998308,0.06227489141303018,D
81,04021,108.9,5.8,6.6,6.8,6.1,5.6,13.2,13.1,11.2,5.8,6.0,12.1,6.2,1.5,79.9,4.4,5.0,1.6,4.2,30.2,56.8,174329,0.08146379483838695,0.08302554050359755,0.09045037604043671,0.23458757699667876,0.1103517272267236,0.1851759217789359,49.5,40.7,70.1,64.4,67.0,68.5,71,57.1,38.6,16.1,4.0,45.2,52.6,58.2,7.1,18.6,15.4,8.4,8.1,4.1,4.7,4.0,3.0,8,4.7,6.5,7,10.4,6.8,6.0,110884,0.34108618015223113,0.18390389957072256,0.22438764835323402,0.1162656469824321,0.13435662494138018,-0.0576135024381805,R
